"trip_id","start_time","end_time","bikeid","tripduration","from_station_id","from_station_name","to_station_id","to_station_name","usertype","gender","birthyear"
"13518731","2017-03-31 21:39:12","2017-03-31 22:05:01","5063","1549","85","Michigan Ave & Oak St","303","Broadway & Cornelia Ave","Subscriber","Male","1989"
"13518730","2017-03-31 21:37:47","2017-03-31 21:42:26","2663","279","51","Clark St & Randolph St","194","Wabash Ave & Wacker Pl","Subscriber","Male","1990"
"13518729","2017-03-31 21:37:13","2017-03-31 21:44:49","2877","456","346","Ada St & Washington Blvd","91","Clinton St & Washington Blvd","Subscriber","Male","1991"
"13518728","2017-03-31 21:35:44","2017-03-31 21:42:09","2876","385","304","Broadway & Waveland Ave","306","Sheridan Rd & Buena Ave","Subscriber","Male","1978"
"13518727","2017-03-31 21:34:53","2017-03-31 21:40:14","739","321","474","Christiana Ave & Lawrence Ave","479","Drake Ave & Montrose Ave","Subscriber","Male","1993"
"13518726","2017-03-31 21:33:52","2017-03-31 21:42:02","1131","490","41","Federal St & Polk St","38","Clark St & Lake St","Subscriber","Male","1986"
"13518725","2017-03-31 21:32:21","2017-03-31 21:51:11","504","1130","44","State St & Randolph St","59","Wabash Ave & Roosevelt Rd","Customer","",""
"13518724","2017-03-31 21:31:54","2017-03-31 21:51:18","2820","1164","44","State St & Randolph St","59","Wabash Ave & Roosevelt Rd","Customer","",""
"13518722","2017-03-31 21:31:16","2017-03-31 21:38:59","1974","463","303","Broadway & Cornelia Ave","227","Southport Ave & Waveland Ave","Subscriber","Male","1988"
"13518721","2017-03-31 21:30:25","2017-03-31 21:32:59","5524","154","482","Campbell Ave & Montrose Ave","478","Rockwell St & Eastwood Ave","Subscriber","Male","1972"
"13518718","2017-03-31 21:29:00","2017-03-31 21:35:34","3684","394","15","Racine Ave & 18th St","205","Paulina St & 18th St","Subscriber","Male","1981"
"13518714","2017-03-31 21:27:20","2017-03-31 21:34:51","5658","451","181","LaSalle St & Illinois St","96","Desplaines St & Randolph St","Subscriber","Male","1986"
"13518712","2017-03-31 21:26:45","2017-03-31 21:30:19","848","214","289","Wells St & Concord Ln","94","Clark St & Armitage Ave","Subscriber","Female","1985"
"13518710","2017-03-31 21:25:40","2017-03-31 21:34:39","3833","539","115","Sheffield Ave & Wellington Ave","313","Lakeview Ave & Fullerton Pkwy","Subscriber","Male","1971"
"13518709","2017-03-31 21:25:18","2017-03-31 21:32:48","5404","450","232","Pine Grove Ave & Waveland Ave","156","Clark St & Wellington Ave","Subscriber","Male","1960"
"13518708","2017-03-31 21:24:48","2017-03-31 21:33:21","4235","513","117","Wilton Ave & Belmont Ave","347","Ashland Ave & Grace St","Subscriber","Male","1989"
"13518707","2017-03-31 21:24:36","2017-03-31 21:27:15","2008","159","605","University Library (NU)","603","Chicago Ave & Sheridan Rd","Subscriber","Female","1995"
"13518704","2017-03-31 21:23:25","2017-03-31 21:25:23","2155","118","418","Ellis Ave & 53rd St","322","Kimbark Ave & 53rd St","Subscriber","Male","1987"
"13518703","2017-03-31 21:23:15","2017-03-31 21:26:01","3746","166","423","University Ave & 57th St","426","Ellis Ave & 60th St","Subscriber","Male","1997"
"13518702","2017-03-31 21:23:13","2017-03-31 21:26:32","4875","199","199","Wabash Ave & Grand Ave","337","Clark St & Chicago Ave","Subscriber","Male","1987"
"13518697","2017-03-31 21:22:03","2017-03-31 21:28:11","978","368","33","State St & Van Buren St","51","Clark St & Randolph St","Subscriber","Male","1974"
"13518696","2017-03-31 21:21:53","2017-03-31 21:27:50","666","357","69","Damen Ave & Pierce Ave","160","Campbell Ave & North Ave","Subscriber","Female","1984"
"13518695","2017-03-31 21:21:52","2017-03-31 21:25:13","4538","201","327","Sheffield Ave & Webster Ave","93","Sheffield Ave & Willow St","Subscriber","Male","1990"
"13518693","2017-03-31 21:21:13","2017-03-31 21:44:28","4775","1395","463","Clark St & Berwyn Ave","157","Lake Shore Dr & Wellington Ave","Subscriber","Male","1949"
"13518692","2017-03-31 21:21:09","2017-03-31 21:28:07","3346","418","237","MLK Jr Dr & 29th St","184","State St & 35th St","Subscriber","Male","1994"
"13518691","2017-03-31 21:21:06","2017-03-31 21:30:21","210","555","66","Clinton St & Lake St","54","Ogden Ave & Chicago Ave","Subscriber","Male","1978"
"13518688","2017-03-31 21:20:17","2017-03-31 21:31:30","5539","673","302","Sheffield Ave & Wrightwood Ave","291","Wells St & Evergreen Ave","Subscriber","Male","1992"
"13518687","2017-03-31 21:20:07","2017-03-31 21:43:32","4537","1405","92","Carpenter St & Huron St","152","Lincoln Ave & Diversey Pkwy","Subscriber","Female","1983"
"13518686","2017-03-31 21:19:24","2017-03-31 21:24:32","2598","308","236","Sedgwick St & Schiller St","331","Halsted St & Blackhawk St (*)","Subscriber","Male","1981"
"13518685","2017-03-31 21:18:52","2017-03-31 21:24:05","5915","313","212","Orleans St & Ohio St","56","Desplaines St & Kinzie St","Subscriber","Female","1973"
"13518681","2017-03-31 21:17:19","2017-03-31 21:21:47","967","268","242","Damen Ave & Leland Ave","464","Damen Ave & Foster Ave","Subscriber","Male","1979"
"13518680","2017-03-31 21:17:14","2017-03-31 21:23:06","5641","352","334","Lake Shore Dr & Belmont Ave","177","Theater on the Lake","Subscriber","Male","1989"
"13518677","2017-03-31 21:15:22","2017-03-31 21:35:06","2293","1184","229","Southport Ave & Roscoe St","457","Clark St & Elmdale Ave","Subscriber","Male","1988"
"13518676","2017-03-31 21:15:11","2017-03-31 21:51:38","5635","2187","100","Orleans St & Merchandise Mart Plaza","298","Lincoln Ave & Belle Plaine Ave","Subscriber","Male","1983"
"13518675","2017-03-31 21:14:39","2017-03-31 21:31:37","2406","1018","225","Halsted St & Dickens Ave","304","Broadway & Waveland Ave","Subscriber","Male","1978"
"13518672","2017-03-31 21:14:30","2017-03-31 21:17:57","1329","207","22","May St & Taylor St","55","Halsted St & Roosevelt Rd","Subscriber","Male","1996"
"13518671","2017-03-31 21:13:57","2017-03-31 21:20:33","3991","396","515","Paulina St & Howard St","447","Glenwood Ave & Morse Ave","Subscriber","Male","1989"
"13518670","2017-03-31 21:13:08","2017-03-31 21:21:55","2680","527","48","Larrabee St & Kingsbury St","174","Canal St & Madison St","Subscriber","Male","1985"
"13518669","2017-03-31 21:12:55","2017-03-31 21:26:13","3684","798","89","Financial Pl & Congress Pkwy","15","Racine Ave & 18th St","Subscriber","Male","1988"
"13518668","2017-03-31 21:12:38","2017-03-31 21:16:45","4285","247","250","Ashland Ave & Wellington Ave","230","Lincoln Ave & Roscoe St","Subscriber","Male","1993"
"13518666","2017-03-31 21:12:06","2017-03-31 21:22:35","5281","629","196","Cityfront Plaza Dr & Pioneer Ct","174","Canal St & Madison St","Subscriber","Male","1990"
"13518665","2017-03-31 21:12:02","2017-03-31 21:21:53","646","591","108","Halsted St & Polk St","274","Racine Ave & 15th St","Subscriber","Male","1991"
"13518662","2017-03-31 21:11:40","2017-03-31 21:20:14","5357","514","284","Michigan Ave & Jackson Blvd","192","Canal St & Adams St","Subscriber","Female","1990"
"13518661","2017-03-31 21:11:36","2017-03-31 21:13:28","4749","112","50","Clark St & Congress Pkwy","33","State St & Van Buren St","Subscriber","Male","1987"
"13518660","2017-03-31 21:11:25","2017-03-31 21:24:36","865","791","194","Wabash Ave & Wacker Pl","107","Desplaines St & Jackson Blvd","Subscriber","Male","1975"
"13518657","2017-03-31 21:09:57","2017-03-31 21:17:22","4875","445","49","Dearborn St & Monroe St","199","Wabash Ave & Grand Ave","Subscriber","Male","1987"
"13518656","2017-03-31 21:09:51","2017-03-31 21:16:01","3247","370","232","Pine Grove Ave & Waveland Ave","231","Sheridan Rd & Montrose Ave","Subscriber","Male","1956"
"13518655","2017-03-31 21:09:45","2017-03-31 21:23:15","4901","810","149","Calumet Ave & 33rd St","280","Morgan St & 31st St","Subscriber","Male","1986"
"13518654","2017-03-31 21:09:41","2017-03-31 21:18:22","5219","521","93","Sheffield Ave & Willow St","94","Clark St & Armitage Ave","Subscriber","Female","1986"
"13518652","2017-03-31 21:09:04","2017-03-31 21:17:54","1592","530","127","Lincoln Ave & Fullerton Ave","226","Racine Ave & Belmont Ave","Subscriber","Female","1994"
"13518650","2017-03-31 21:08:04","2017-03-31 21:11:32","5824","208","134","Peoria St & Jackson Blvd","21","Aberdeen St & Jackson Blvd","Subscriber","Male","1961"
"13518648","2017-03-31 21:07:20","2017-03-31 21:14:49","4406","449","415","Calumet Ave & 51st St","418","Ellis Ave & 53rd St","Subscriber","Male","1991"
"13518647","2017-03-31 21:07:11","2017-03-31 21:10:40","2015","209","210","Ashland Ave & Division St","130","Damen Ave & Division St","Subscriber","Male","1984"
"13518644","2017-03-31 21:05:51","2017-03-31 21:13:20","5108","449","447","Glenwood Ave & Morse Ave","454","Broadway & Granville Ave","Subscriber","Male","1984"
"13518643","2017-03-31 21:05:51","2017-03-31 21:14:22","1156","511","106","State St & Pearson St","94","Clark St & Armitage Ave","Subscriber","Male","1987"
"13518632","2017-03-31 21:02:09","2017-03-31 21:17:22","3172","913","16","Paulina Ave & North Ave","289","Wells St & Concord Ln","Subscriber","Male","1981"
"13518631","2017-03-31 21:01:50","2017-03-31 21:11:11","2049","561","374","Western Ave & Walton St","276","California Ave & North Ave","Subscriber","Male","1974"
"13518629","2017-03-31 21:01:26","2017-03-31 21:07:35","5328","369","190","Southport Ave & Wrightwood Ave","229","Southport Ave & Roscoe St","Subscriber","Male","1992"
"13518628","2017-03-31 21:01:25","2017-03-31 21:19:02","1521","1057","35","Streeter Dr & Grand Ave","268","Lake Shore Dr & North Blvd","Customer","",""
"13518627","2017-03-31 21:01:16","2017-03-31 21:18:53","1814","1057","35","Streeter Dr & Grand Ave","268","Lake Shore Dr & North Blvd","Customer","",""
"13518626","2017-03-31 21:01:13","2017-03-31 21:08:15","5855","422","199","Wabash Ave & Grand Ave","111","Sedgwick St & Huron St","Subscriber","Male","1985"
"13518625","2017-03-31 21:01:03","2017-03-31 21:05:00","3125","237","423","University Ave & 57th St","426","Ellis Ave & 60th St","Subscriber","Female","1997"
"13518623","2017-03-31 21:00:59","2017-03-31 21:19:18","1681","1099","35","Streeter Dr & Grand Ave","268","Lake Shore Dr & North Blvd","Customer","",""
"13518622","2017-03-31 21:00:57","2017-03-31 21:28:28","141","1651","142","McClurg Ct & Erie St","303","Broadway & Cornelia Ave","Subscriber","Male","1984"
"13518620","2017-03-31 20:59:31","2017-03-31 21:30:33","1936","1862","173","Mies van der Rohe Way & Chicago Ave","220","Hampden Ct & Diversey Pkwy","Subscriber","Female","1990"
"13518619","2017-03-31 20:59:02","2017-03-31 21:02:23","2155","201","420","Ellis Ave & 55th St","418","Ellis Ave & 53rd St","Subscriber","Male","1987"
"13518618","2017-03-31 20:58:55","2017-03-31 21:33:16","5362","2061","263","Rhodes Ave & 32nd St","264","Stetson Ave & South Water St","Subscriber","Male","1977"
"13518617","2017-03-31 20:58:22","2017-03-31 21:15:29","5276","1027","181","LaSalle St & Illinois St","53","Wells St & Huron St","Customer","",""
"13518616","2017-03-31 20:58:06","2017-03-31 21:15:04","4944","1018","181","LaSalle St & Illinois St","53","Wells St & Huron St","Customer","",""
"13518615","2017-03-31 20:55:34","2017-03-31 21:04:28","2883","534","328","Ellis Ave & 58th St","322","Kimbark Ave & 53rd St","Subscriber","Female","1981"
"13518614","2017-03-31 20:55:33","2017-03-31 21:22:03","3985","1590","276","California Ave & North Ave","349","Halsted St & Wrightwood Ave","Subscriber","Female","1990"
"13518613","2017-03-31 20:54:19","2017-03-31 21:00:51","4575","392","229","Southport Ave & Roscoe St","226","Racine Ave & Belmont Ave","Subscriber","Male","1997"
"13518612","2017-03-31 20:54:02","2017-03-31 21:04:58","2028","656","196","Cityfront Plaza Dr & Pioneer Ct","174","Canal St & Madison St","Subscriber","Male","1987"
"13518611","2017-03-31 20:53:54","2017-03-31 21:09:01","985","907","311","Leavitt St & Lawrence Ave","312","Clarendon Ave & Gordon Ter","Subscriber","Female","1990"
"13518610","2017-03-31 20:53:09","2017-03-31 21:19:32","5448","1583","17","Wood St & Division St","130","Damen Ave & Division St","Subscriber","Female","1980"
"13518609","2017-03-31 20:52:43","2017-03-31 21:14:31","2406","1308","134","Peoria St & Jackson Blvd","225","Halsted St & Dickens Ave","Subscriber","Male","1978"
"13518608","2017-03-31 20:52:38","2017-03-31 20:54:50","5328","132","188","Greenview Ave & Fullerton Ave","190","Southport Ave & Wrightwood Ave","Subscriber","Male","1991"
"13518607","2017-03-31 20:52:39","2017-03-31 20:56:39","305","240","115","Sheffield Ave & Wellington Ave","153","Southport Ave & Wellington Ave","Subscriber","Male","1989"
"13518601","2017-03-31 20:50:35","2017-03-31 20:58:04","1936","449","199","Wabash Ave & Grand Ave","173","Mies van der Rohe Way & Chicago Ave","Subscriber","Female","1990"
"13518600","2017-03-31 20:50:13","2017-03-31 20:53:54","4090","221","129","Blue Island Ave & 18th St","208","Ashland Ave & 21st St","Subscriber","Female","1986"
"13518597","2017-03-31 20:49:20","2017-03-31 20:53:00","3835","220","144","Larrabee St & Webster Ave","94","Clark St & Armitage Ave","Subscriber","Female","1965"
"13518596","2017-03-31 20:49:14","2017-03-31 21:03:54","4794","880","125","Rush St & Hubbard St","84","Milwaukee Ave & Grand Ave","Subscriber","Male","1987"
"13518595","2017-03-31 20:49:03","2017-03-31 21:01:49","1579","766","56","Desplaines St & Kinzie St","56","Desplaines St & Kinzie St","Subscriber","Female","1995"
"13518593","2017-03-31 20:48:37","2017-03-31 21:05:19","5558","1002","77","Clinton St & Madison St","210","Ashland Ave & Division St","Customer","",""
"13518592","2017-03-31 20:47:58","2017-03-31 20:51:36","1323","218","300","Broadway & Barry Ave","220","Hampden Ct & Diversey Pkwy","Subscriber","Male","1992"
"13518591","2017-03-31 20:47:50","2017-03-31 21:02:05","4563","855","230","Lincoln Ave & Roscoe St","238","Ravenswood Ave & Montrose Ave (*)","Subscriber","Male","1957"
"13518590","2017-03-31 20:47:37","2017-03-31 21:08:01","4481","1224","5","State St & Harrison St","278","Wallace St & 35th St","Subscriber","Male","1977"
"13518589","2017-03-31 20:46:37","2017-03-31 21:01:09","2465","872","320","Loomis St & Lexington St","77","Clinton St & Madison St","Subscriber","Male","1993"
"13518588","2017-03-31 20:45:31","2017-03-31 20:48:06","3479","155","133","Kingsbury St & Kinzie St","56","Desplaines St & Kinzie St","Subscriber","Male","1993"
"13518587","2017-03-31 20:44:56","2017-03-31 21:09:31","4901","1475","423","University Ave & 57th St","149","Calumet Ave & 33rd St","Subscriber","Male","1986"
"13518586","2017-03-31 20:44:54","2017-03-31 21:06:10","4891","1276","35","Streeter Dr & Grand Ave","126","Clark St & North Ave","Subscriber","Male","1951"
"13518585","2017-03-31 20:44:50","2017-03-31 20:55:16","4509","626","201","Indiana Ave & 40th St","265","Cottage Grove Ave & Oakwood Blvd","Subscriber","Male","1989"
"13518584","2017-03-31 20:44:47","2017-03-31 20:48:06","1296","199","133","Kingsbury St & Kinzie St","56","Desplaines St & Kinzie St","Subscriber","Male","1994"
"13518583","2017-03-31 20:44:00","2017-03-31 20:56:20","27","740","325","Clark St & Winnemac Ave","117","Wilton Ave & Belmont Ave","Subscriber","Male","1984"
"13518582","2017-03-31 20:43:47","2017-03-31 21:04:09","4343","1222","440","Lawndale Ave & 23rd St","281","Western Ave & 24th St","Subscriber","Female","1983"
"13518581","2017-03-31 20:43:25","2017-03-31 20:51:47","1900","502","223","Clifton Ave & Armitage Ave","219","Damen Ave & Cortland St","Subscriber","Female","1982"
"13518580","2017-03-31 20:43:20","2017-03-31 20:49:14","4802","354","181","LaSalle St & Illinois St","56","Desplaines St & Kinzie St","Subscriber","Female","1975"
"13518579","2017-03-31 20:42:23","2017-03-31 20:53:07","5560","644","324","Stockton Dr & Wrightwood Ave","180","Ritchie Ct & Banks St","Subscriber","Male","1982"
"13518578","2017-03-31 20:42:21","2017-03-31 20:51:35","1814","554","76","Lake Shore Dr & Monroe St","35","Streeter Dr & Grand Ave","Customer","",""
"13518577","2017-03-31 20:42:10","2017-03-31 20:51:32","1916","562","76","Lake Shore Dr & Monroe St","35","Streeter Dr & Grand Ave","Customer","",""
"13518576","2017-03-31 20:41:31","2017-03-31 20:50:09","3127","518","319","Greenview Ave & Diversey Pkwy","347","Ashland Ave & Grace St","Subscriber","Male","1990"
"13518575","2017-03-31 20:41:16","2017-03-31 20:46:57","3446","341","174","Canal St & Madison St","80","Aberdeen St & Monroe St","Subscriber","Male","1972"
"13518574","2017-03-31 20:39:50","2017-03-31 20:44:28","2954","278","129","Blue Island Ave & 18th St","15","Racine Ave & 18th St","Subscriber","Male","1981"
"13518573","2017-03-31 20:39:51","2017-03-31 20:43:19","5714","208","313","Lakeview Ave & Fullerton Pkwy","220","Hampden Ct & Diversey Pkwy","Subscriber","Male","1989"
"13518572","2017-03-31 20:39:29","2017-03-31 20:41:22","1864","113","59","Wabash Ave & Roosevelt Rd","168","Michigan Ave & 14th St","Subscriber","Male","1960"
"13518571","2017-03-31 20:39:07","2017-03-31 20:47:56","2134","529","66","Clinton St & Lake St","44","State St & Randolph St","Subscriber","Female","1992"
"13518570","2017-03-31 20:39:04","2017-03-31 20:41:59","458","175","231","Sheridan Rd & Montrose Ave","312","Clarendon Ave & Gordon Ter","Subscriber","Male","1983"
"13518569","2017-03-31 20:38:49","2017-03-31 20:49:38","4785","649","234","Clark St & Montrose Ave","293","Broadway & Wilson Ave","Subscriber","Female","1964"
"13518568","2017-03-31 20:38:23","2017-03-31 20:51:12","4164","769","199","Wabash Ave & Grand Ave","176","Clark St & Elm St","Subscriber","Female","1988"
"13518567","2017-03-31 20:38:18","2017-03-31 20:55:17","1508","1019","461","Broadway & Ridge Ave","299","Halsted St & Roscoe St","Subscriber","Male","1985"
"13518566","2017-03-31 20:36:18","2017-03-31 20:57:12","5619","1254","573","State St & 79th St","270","Stony Island Ave & 75th St","Subscriber","Female","1988"
"13518565","2017-03-31 20:36:18","2017-03-31 20:57:06","4392","1248","573","State St & 79th St","270","Stony Island Ave & 75th St","Subscriber","Male","1993"
"13518563","2017-03-31 20:35:56","2017-03-31 20:43:02","5388","426","292","Southport Ave & Clark St","293","Broadway & Wilson Ave","Subscriber","Male","1987"
"13518562","2017-03-31 20:35:52","2017-03-31 20:45:27","2272","575","108","Halsted St & Polk St","59","Wabash Ave & Roosevelt Rd","Subscriber","Male","1991"
"13518560","2017-03-31 20:35:18","2017-03-31 20:45:43","5723","625","294","Broadway & Berwyn Ave","304","Broadway & Waveland Ave","Subscriber","Male","1991"
"13518559","2017-03-31 20:33:54","2017-03-31 20:42:36","4170","522","131","Lincoln Ave & Belmont Ave","308","Seeley Ave & Roscoe St","Subscriber","Male","1985"
"13518558","2017-03-31 20:32:20","2017-03-31 20:41:33","4970","553","176","Clark St & Elm St","224","Halsted St & Willow St","Subscriber","Male","1990"
"13518557","2017-03-31 20:32:03","2017-03-31 20:46:11","5855","848","192","Canal St & Adams St","199","Wabash Ave & Grand Ave","Subscriber","Male","1992"
"13518556","2017-03-31 20:31:19","2017-03-31 20:42:36","2422","677","131","Lincoln Ave & Belmont Ave","308","Seeley Ave & Roscoe St","Subscriber","Female","1985"
"13518555","2017-03-31 20:31:19","2017-03-31 20:39:25","2090","486","38","Clark St & Lake St","142","McClurg Ct & Erie St","Subscriber","Male","1990"
"13518554","2017-03-31 20:30:45","2017-03-31 20:43:33","464","768","90","Millennium Park","35","Streeter Dr & Grand Ave","Subscriber","Male","1951"
"13518553","2017-03-31 20:30:11","2017-03-31 20:40:36","3195","625","184","State St & 35th St","367","Racine Ave & 35th St","Subscriber","Female","1984"
"13518552","2017-03-31 20:30:05","2017-03-31 20:39:36","978","571","66","Clinton St & Lake St","33","State St & Van Buren St","Subscriber","Male","1974"
"13518551","2017-03-31 20:30:00","2017-03-31 20:34:08","1153","248","327","Sheffield Ave & Webster Ave","302","Sheffield Ave & Wrightwood Ave","Subscriber","Female","1995"
"13518550","2017-03-31 20:29:40","2017-03-31 20:40:07","4162","627","129","Blue Island Ave & 18th St","320","Loomis St & Lexington St","Subscriber","Male","1991"
"13518549","2017-03-31 20:29:37","2017-03-31 20:39:22","3325","585","129","Blue Island Ave & 18th St","320","Loomis St & Lexington St","Subscriber","Male","1991"
"13518547","2017-03-31 20:28:17","2017-03-31 20:33:28","3309","311","100","Orleans St & Merchandise Mart Plaza","192","Canal St & Adams St","Subscriber","Male","1988"
"13518545","2017-03-31 20:26:40","2017-03-31 20:32:57","5455","377","349","Halsted St & Wrightwood Ave","117","Wilton Ave & Belmont Ave","Subscriber","Male","1974"
"13518544","2017-03-31 20:26:13","2017-03-31 20:34:42","4783","509","211","St. Clair St & Erie St","51","Clark St & Randolph St","Subscriber","Male","1984"
"13518543","2017-03-31 20:25:48","2017-03-31 20:32:33","567","405","140","Dearborn Pkwy & Delaware Pl","211","St. Clair St & Erie St","Subscriber","Male","1982"
"13518542","2017-03-31 20:25:32","2017-03-31 21:00:46","4707","2114","145","Mies van der Rohe Way & Chestnut St","25","Michigan Ave & Pearson St","Subscriber","Male","1982"
"13518541","2017-03-31 20:24:57","2017-03-31 20:34:51","1250","594","60","Dayton St & North Ave","364","Larrabee St & Oak St","Subscriber","Male","1963"
"13518540","2017-03-31 20:24:26","2017-03-31 20:29:28","6","302","148","State St & 33rd St","149","Calumet Ave & 33rd St","Subscriber","Female","1989"
"13518539","2017-03-31 20:23:34","2017-03-31 20:33:41","1362","607","27","Larrabee St & North Ave","302","Sheffield Ave & Wrightwood Ave","Subscriber","Male","1990"
"13518538","2017-03-31 20:23:15","2017-03-31 20:34:33","837","678","137","Morgan Ave & 14th Pl","112","Green St & Randolph St","Subscriber","Male","1988"
"13518537","2017-03-31 20:22:47","2017-03-31 20:45:50","5682","1383","9","Leavitt St & Archer Ave","369","Wood St & 35th St","Subscriber","Female","1987"
"13518536","2017-03-31 20:22:30","2017-03-31 20:25:44","3430","194","604","Sheridan Rd & Noyes St (NU)","603","Chicago Ave & Sheridan Rd","Subscriber","Male","1991"
"13518535","2017-03-31 20:22:27","2017-03-31 20:55:09","2808","1962","31","Franklin St & Chicago Ave","502","California Ave & Altgeld St","Subscriber","Male","1985"
"13518534","2017-03-31 20:21:34","2017-03-31 20:47:30","5276","1556","62","McCormick Place","181","LaSalle St & Illinois St","Customer","",""
"13518533","2017-03-31 20:21:14","2017-03-31 20:41:20","1566","1206","2","Buckingham Fountain","76","Lake Shore Dr & Monroe St","Customer","",""
"13518532","2017-03-31 20:21:02","2017-03-31 20:41:34","1916","1232","2","Buckingham Fountain","76","Lake Shore Dr & Monroe St","Customer","",""
"13518531","2017-03-31 20:21:00","2017-03-31 20:47:39","4944","1599","62","McCormick Place","181","LaSalle St & Illinois St","Customer","",""
"13518530","2017-03-31 20:20:53","2017-03-31 20:24:19","174","206","242","Damen Ave & Leland Ave","464","Damen Ave & Foster Ave","Subscriber","Male","1991"
"13518529","2017-03-31 20:20:36","2017-03-31 20:26:41","5714","365","300","Broadway & Barry Ave","313","Lakeview Ave & Fullerton Pkwy","Subscriber","Male","1989"
"13518528","2017-03-31 20:19:39","2017-03-31 20:32:24","5547","765","52","Michigan Ave & Lake St","112","Green St & Randolph St","Subscriber","Female","1987"
"13518527","2017-03-31 20:19:23","2017-03-31 20:31:44","5703","741","174","Canal St & Madison St","30","Ashland Ave & Augusta Blvd","Subscriber","Male","1980"
"13518526","2017-03-31 20:18:26","2017-03-31 20:22:14","5063","228","161","Rush St & Superior St","85","Michigan Ave & Oak St","Subscriber","Male","1982"
"13518525","2017-03-31 20:17:24","2017-03-31 20:25:39","1636","495","46","Wells St & Walton St","331","Halsted St & Blackhawk St (*)","Subscriber","Male","1992"
"13518524","2017-03-31 20:17:10","2017-03-31 20:43:17","1900","1567","35","Streeter Dr & Grand Ave","223","Clifton Ave & Armitage Ave","Subscriber","Female","1982"
"13518523","2017-03-31 20:16:59","2017-03-31 20:39:34","544","1355","6","Dusable Harbor","2","Buckingham Fountain","Customer","",""
"13518522","2017-03-31 20:16:45","2017-03-31 20:31:06","1842","861","98","LaSalle St & Washington St","25","Michigan Ave & Pearson St","Subscriber","Male","1964"
"13518521","2017-03-31 20:16:38","2017-03-31 20:20:47","4581","249","337","Clark St & Chicago Ave","176","Clark St & Elm St","Subscriber","Male","1984"
"13518520","2017-03-31 20:16:38","2017-03-31 20:27:35","2816","657","402","Shields Ave & 31st St","237","MLK Jr Dr & 29th St","Subscriber","Male","1993"
"13518519","2017-03-31 20:16:31","2017-03-31 20:40:04","2735","1413","6","Dusable Harbor","2","Buckingham Fountain","Customer","",""
"13518517","2017-03-31 20:16:13","2017-03-31 20:39:08","5453","1375","6","Dusable Harbor","2","Buckingham Fountain","Customer","",""
"13518516","2017-03-31 20:15:39","2017-03-31 20:39:26","5003","1427","6","Dusable Harbor","2","Buckingham Fountain","Customer","",""
"13518515","2017-03-31 20:15:13","2017-03-31 20:30:47","5283","934","80","Aberdeen St & Monroe St","195","Columbus Dr & Randolph St","Subscriber","Male","1981"
"13518514","2017-03-31 20:15:01","2017-03-31 20:18:01","4560","180","52","Michigan Ave & Lake St","197","Michigan Ave & Madison St","Subscriber","Female","1988"
"13518513","2017-03-31 20:14:54","2017-03-31 20:26:52","5591","718","110","Dearborn St & Erie St","91","Clinton St & Washington Blvd","Subscriber","Male","1987"
"13518508","2017-03-31 20:13:57","2017-03-31 20:25:56","4671","719","195","Columbus Dr & Randolph St","255","Indiana Ave & Roosevelt Rd","Subscriber","Male","1972"
"13518507","2017-03-31 20:13:57","2017-03-31 20:43:27","2914","1770","191","Canal St & Monroe St (*)","123","California Ave & Milwaukee Ave","Subscriber","Male","1986"
"13518505","2017-03-31 20:13:42","2017-03-31 20:17:00","3170","198","208","Ashland Ave & 21st St","129","Blue Island Ave & 18th St","Subscriber","Female","1986"
"13518504","2017-03-31 20:13:30","2017-03-31 20:17:18","5434","228","312","Clarendon Ave & Gordon Ter","240","Sheridan Rd & Irving Park Rd","Subscriber","Male","1988"
"13518503","2017-03-31 20:13:17","2017-03-31 20:18:22","660","305","164","Franklin St & Lake St","198","Green St & Madison St","Subscriber","Male","1989"
"13518502","2017-03-31 20:13:09","2017-03-31 20:22:51","2311","582","90","Millennium Park","255","Indiana Ave & Roosevelt Rd","Subscriber","Male","1980"
"13518501","2017-03-31 20:13:06","2017-03-31 20:17:25","4010","259","312","Clarendon Ave & Gordon Ter","240","Sheridan Rd & Irving Park Rd","Subscriber","Female","1989"
"13518500","2017-03-31 20:12:54","2017-03-31 20:20:24","3308","450","426","Ellis Ave & 60th St","248","Woodlawn Ave & 55th St","Subscriber","Male","1980"
"13518499","2017-03-31 20:12:55","2017-03-31 20:30:08","5431","1033","342","Wolcott Ave & Polk St","57","Clinton St & Roosevelt Rd","Subscriber","Female","1988"
"13518498","2017-03-31 20:12:30","2017-03-31 20:17:29","5263","299","67","Sheffield Ave & Fullerton Ave","340","Clark St & Wrightwood Ave","Subscriber","Male","1991"
"13518497","2017-03-31 20:12:50","2017-03-31 20:24:41","3237","711","182","Wells St & Elm St","210","Ashland Ave & Division St","Subscriber","Male","1972"
"13518494","2017-03-31 20:11:59","2017-03-31 20:19:27","5030","448","112","Green St & Randolph St","54","Ogden Ave & Chicago Ave","Customer","",""
"13518493","2017-03-31 20:11:47","2017-03-31 20:29:11","2874","1044","41","Federal St & Polk St","191","Canal St & Monroe St (*)","Subscriber","Male","1970"
"13518492","2017-03-31 20:11:45","2017-03-31 20:21:10","2801","565","331","Halsted St & Blackhawk St (*)","28","Larrabee St & Menomonee St","Subscriber","Male","1968"
"13518491","2017-03-31 20:11:12","2017-03-31 20:21:24","2967","612","331","Halsted St & Blackhawk St (*)","28","Larrabee St & Menomonee St","Subscriber","Female","1970"
